5	1080.140000	4.000000
10	1077.840000	4.000000
15	1032.370000	4.000000
22	1109.520000	4.000000
27	1086.250000	4.000000
37	1156.290000	4.000000
39	1069.930000	4.000000
41	995.110000	4.000000
49	1029.190000	4.000000
53	1041.480000	4.000000
59	983.560000	5.000000
60	1223.790000	4.000000
61	1090.380000	4.000000
62	1061.130000	4.000000
64	1027.250000	4.000000
65	1068.500000	4.000000
67	1067.480000	4.000000
72	1081.570000	4.000000
77	1044.530000	4.000000
79	1081.210000	4.000000
85	1106.710000	4.000000
86	1036.910000	4.000000
89	1163.250000	4.000000
90	998.900000	4.000000
91	1091.010000	4.000000
95	1133.860000	4.000000
99	1184.910000	4.000000
100	1139.260000	4.000000
104	1089.610000	4.000000
107	1029.840000	4.000000
113	1201.640000	4.000000
115	977.180000	5.000000
118	1116.300000	4.000000
120	1147.610000	4.000000
123	1153.920000	4.000000
128	1015.150000	4.000000
129	1108.400000	4.000000
130	1023.070000	4.000000
132	984.180000	5.000000
134	1051.060000	4.000000
135	1128.450000	4.000000
139	1030.220000	4.000000
140	1053.000000	4.000000
141	1075.960000	4.000000
142	1085.330000	4.000000
143	1074.610000	4.000000
146	1164.080000	4.000000
147	1037.360000	4.000000
148	1027.040000	4.000000
150	1178.080000	4.000000
152	1017.020000	4.000000
153	1080.210000	4.000000
158	962.000000	5.000000
160	977.460000	5.000000
161	1021.720000	4.000000
164	968.100000	5.000000
167	1207.630000	4.000000
168	1066.180000	4.000000
169	1076.950000	4.000000
170	1029.780000	4.000000
171	1018.800000	4.000000
172	1072.470000	4.000000
173	1156.710000	4.000000
174	1062.480000	4.000000
176	968.230000	5.000000
178	979.120000	5.000000
180	1112.430000	4.000000
181	1072.610000	4.000000
182	1003.310000	4.000000
183	1079.040000	4.000000
184	1088.690000	4.000000
186	963.060000	5.000000
187	1121.040000	4.000000
188	1051.890000	4.000000
189	1030.950000	4.000000
191	1092.390000	4.000000
192	1104.180000	4.000000
193	1088.870000	4.000000
194	1027.120000	4.000000
196	973.320000	5.000000
199	1002.880000	4.000000
201	1126.690000	4.000000
202	1054.410000	4.000000
203	968.150000	5.000000
206	1052.630000	4.000000
207	1045.420000	4.000000
208	1014.950000	4.000000
209	997.850000	4.000000
210	1019.110000	4.000000
215	1097.300000	4.000000
216	1042.900000	4.000000
218	1011.670000	4.000000
219	1059.370000	4.000000
220	1027.760000	4.000000
221	998.590000	4.000000
222	1081.170000	4.000000
223	1029.700000	4.000000
225	1009.410000	4.000000
226	1039.380000	4.000000
227	1170.220000	4.000000
229	985.840000	5.000000
230	1017.240000	4.000000
231	1001.820000	4.000000
232	1001.410000	4.000000
235	1042.420000	4.000000
236	978.940000	5.000000
237	1037.610000	4.000000
238	1071.390000	4.000000
239	1114.170000	4.000000
241	1106.560000	4.000000
242	1142.090000	4.000000
243	1032.360000	4.000000
246	1058.600000	4.000000
247	1106.180000	4.000000
249	1036.360000	4.000000
250	1004.920000	4.000000
251	1020.900000	4.000000
252	1021.180000	4.000000
253	1119.900000	4.000000
257	1068.160000	4.000000
258	1091.900000	4.000000
259	1054.730000	4.000000
260	1104.440000	4.000000
262	1137.060000	4.000000
263	1034.080000	4.000000
264	1029.960000	4.000000
265	1000.170000	4.000000
267	1038.240000	4.000000
268	1031.490000	4.000000
269	1078.210000	4.000000
270	1009.570000	4.000000
271	1056.480000	4.000000
273	1050.790000	4.000000
276	1078.380000	4.000000
277	1067.430000	4.000000
278	1081.700000	4.000000
280	1011.060000	4.000000
281	950.240000	5.000000
282	1036.930000	4.000000
284	1109.120000	4.000000
285	1023.160000	4.000000
287	1053.580000	4.000000
288	1138.420000	4.000000
289	1069.990000	4.000000
290	1042.990000	4.000000
291	1037.410000	4.000000
292	1111.610000	4.000000
296	1006.190000	4.000000
297	993.950000	4.000000
298	1181.120000	4.000000
299	1051.550000	4.000000
300	1098.820000	4.000000
301	1160.110000	4.000000
302	1085.720000	4.000000
303	1070.110000	4.000000
304	987.490000	5.000000
305	1031.910000	4.000000
306	1065.650000	4.000000
307	1056.210000	4.000000
308	1057.540000	4.000000
309	985.410000	5.000000
310	1085.640000	4.000000
311	1086.360000	4.000000
312	1041.310000	4.000000
313	965.700000	5.000000
316	1004.660000	4.000000
317	1123.430000	4.000000
318	959.400000	5.000000
319	1093.730000	4.000000
320	1180.090000	4.000000
321	1016.040000	4.000000
322	1075.350000	4.000000
323	1069.420000	4.000000
324	1085.860000	4.000000
325	1081.650000	4.000000
326	1070.330000	4.000000
327	1018.390000	4.000000
328	945.040000	5.000000
329	1115.070000	4.000000
331	1005.750000	4.000000
332	992.690000	4.000000
333	1011.160000	4.000000
334	1018.140000	4.000000
335	1010.480000	4.000000
336	1111.470000	4.000000
337	958.250000	5.000000
338	1002.350000	4.000000
340	996.240000	4.000000
341	1034.610000	4.000000
343	970.020000	5.000000
344	1070.030000	4.000000
345	999.140000	4.000000
346	982.470000	5.000000
348	989.360000	5.000000
349	1029.880000	4.000000
350	991.640000	5.000000
351	1073.230000	4.000000
353	1120.040000	4.000000
354	989.700000	5.000000
355	1059.160000	4.000000
356	1098.050000	4.000000
357	1029.810000	4.000000
